experiment,gnn_type,description,test_accuracy,test_f1,best_accuracy,best_f1,val_accuracy,val_f1,status,mlflow_run_id
trans_4L,TransformerConv,No description,0.8022169292781238,0.8017859633696307,0.8038200806156102,0.8035215512931053,0.0,0.7059045448856358,SUCCESS,652f07fa0f1e436ea67aed4104aa8954
trans_dr075,TransformerConv,No description,0.796353975815317,0.7909188042583233,0.8091333821912788,0.8077929297708348,0.0,0.7532220123896016,SUCCESS,715986fbbe06439cbdb88cf061272771
trans_3H,TransformerConv,No description,0.7889794796628802,0.7809136509785347,0.8167368999633565,0.8158896701540224,0.0,0.7362782435125634,SUCCESS,9e366c5ed7c1462a969cd2a186c5cef8
trans_3L,TransformerConv,No description,0.7837119824111396,0.7757248946564681,0.8082631000366435,0.8073439247346373,0.0,0.7457845520285689,SUCCESS,f422365e89cc4e229ed8be5d8fd67664
trans_hid128,TransformerConv,No description,0.7715738365701722,0.7598743908493074,0.8073470135580799,0.8054247183195521,0.0,0.7378591653410078,SUCCESS,208765d54cb24e6fb7597cc56ee19af4
trans_lr1e4,TransformerConv,No description,0.7708409673873213,0.7591551280079114,0.8128435324294614,0.8091776370075552,0.0,0.7178172734333583,SUCCESS,6652f11b06614dcf9cd3275a5c95aeee
trans_mp1,TransformerConv,No description,0.7680469036277024,0.7563679716536422,0.8051026016855991,0.8036530759078173,0.0,0.7468717395465068,SUCCESS,ec9e8b2624214c5dbaed5f5371326b3d
trans_hid500,TransformerConv,No description,0.7649780139245145,0.751653320692083,0.8155459875412239,0.8145310737225039,0.0,0.7285258584844247,SUCCESS,d80630a8222b41efb4e37f7856d11b00
trans_use_token_distance,TransformerConv,No description,0.7580615610113595,0.7433559538937714,0.8011176255038476,0.7997286493294478,0.0,0.7525586533469752,SUCCESS,9c0a43e45b664c828c06d6bf36e03f22
trans_lodo_off,TransformerConv,No description,0.7579699523635031,0.7432348768858379,0.8010260168559912,0.7997286493294478,0.0,0.752811555392648,SUCCESS,58db41ed7ada4235b7e15518a1a87dec
trans_mp3,TransformerConv,No description,0.7547636496885306,0.7398696872482564,0.7959417368999634,0.7951643035511957,0.0,0.7476000733432397,SUCCESS,9c813fb8025b447a9a71d5538934882a
trans_dense128,TransformerConv,No description,0.7549468669842433,0.7393283553416499,0.8090417735434225,0.8065638027034696,0.0,0.7404977869898963,SUCCESS,0f888448fdaf4b3b9e8370d06e9a1fc3
trans_1H,TransformerConv,No description,0.7471601319164529,0.7297318632815057,0.80432392817882,0.8012202707347813,0.0,0.7337405235194798,SUCCESS,07121b878d8f43e8bcc6a1de2f399522
trans_attn,TransformerConv,No description,0.7456027849028949,0.7284300546358158,0.8021253206302675,0.7998810416191376,0.0,0.745654506509237,SUCCESS,b71c7cca0a614d0c9c6d9d4bfe98fb14
trans_1L,TransformerConv,No description,0.7454653719311103,0.7275183912932504,0.8055606449248809,0.803593338314154,0.0,0.7420499515225588,SUCCESS,5b7d91a0f0c44fc89bae098ca16fbc9b
trans_ln,TransformerConv,No description,0.7447783070721876,0.726926940193388,0.7924606082814217,0.7875445319321889,0.0,0.7495200986070445,SUCCESS,dfe7a194323b428cbbe138bfb1aef958
trans_dr025,TransformerConv,No description,0.7445034811286185,0.7267013210199245,0.7955294979846097,0.7919897059094718,0.0,0.737049625003339,SUCCESS,a021c7b3c7c84d3f90bb362b5cbbdde2
trans_4H,TransformerConv,No description,0.7445950897764749,0.7262754883612834,0.794842433125687,0.7926695766327982,0.0,0.7339099158088194,SUCCESS,b9d9d25c5acd439882c10d043f565800
