experiment,gnn_type,description,test_accuracy,test_f1,best_accuracy,best_f1,val_accuracy,val_f1,status,mlflow_run_id
Q5_baseline,Vanilla-GTN-NoEdge,Baseline: Vanilla GTN no edges,0.7781851512373968,0.7774430335358657,0.7800183318056828,0.7799205212514877,0.0,0.7165519804200464,SUCCESS,aa49efaaee614aeab92c71c55a44819e
Q0_hybrid_full,Hybrid-ISG-GTN,Hybrid: Full configuration (BEST),0.7717690192483959,0.7712493589889329,0.7717690192483959,0.7712493589889329,0.0,0.6837636795575808,SUCCESS,3c5ab1f33a3f4c53a20721ffcc05d6cc
Q2_isg_basic,ISG-VanillaGTN,ISG-GTN: Core ISG features,0.76993583868011,0.7699234677373958,0.7763519706691109,0.776234474503554,0.0,0.7181319509231563,SUCCESS,64704fb437664c378f15ba7e75b3d8da
Q4_hybrid_basic,Hybrid-ISG-GTN,Hybrid: Edge concat + ISG features,0.763519706691109,0.763001818671696,0.772685609532539,0.7726013581658038,0.0,0.6574645754973624,SUCCESS,a8cc5013080844be80ba225c418184c3
Q1_vanilla_edge_concat,Vanilla-GTN-EdgeConcat,Vanilla GTN: Edge concatenation,0.7607699358386801,0.7607409903229627,0.7671860678276811,0.7671843074524143,0.0,0.6768293279341139,SUCCESS,e252d941409b444fa52bec9b3a0416e1
Q3_isg_full,ISG-VanillaGTN,ISG-GTN: Full configuration,0.7561869844179652,0.7552078412848371,0.763519706691109,0.7635099711652854,0.0,0.6313696143239236,SUCCESS,f7ce7139b1ed47b3840ae856c45dc82d
